0.000116652	0.000116652	0.000116652	
0.00271828	0.00271828	0.00271828	
-0.00253933	-0.00184618	-0.00144072	
0.00769422	0.00776205	0.00699387	
3.24869	3.24869	3.24869	
0	0.00138629	0.00219722	
0.000841471	-0.000756802	0.000956376	
0.001	0.002	0.003	
0.00271913	0.00291751	0.00305133	
-0.000976762	-0.000976762	-0.000976762	
0.000410781	0.000893855	0.000944471	
0.00064243	0.00064243	0.00064243	
-0.00140956	-0.00140956	-0.00140956	
0.000492771	0.000492771	0.000492771	
-0.000172604	-9.5083e-05	-0.00195814	
3.82688e-05	3.82688e-05	3.82688e-05	
-0.000468784	-0.000468784	-0.000468784	
-0.00141729	-0.00141729	-0.00141729	
0.00110865	0.00210865	0.00310865	
0.00171653	0.000659583	0.000371579	
0.000903365	0.000903365	0.000903365	
0.000540302	0.000877583	0.000944957	
0.000296749	0.000148374	9.89162e-05	
0.00127646	0.000638229	0.000425486	
-0.000461641	-0.000461641	-0.000461641	
-0.000420007	-0.000647189	0.000963654	
0	9.78474e-07	1.55084e-06	
0	0.000832555	0.00103185	
0.000415902	0.000415902	0.000415902	
0.00093903	0.00393903	0.026939	
-0.000992015	-0.00147201	-0.00195201	
0.000506753	0.000240919	0.000114537	
0.000587537	0.00175733	0.00279774	
0.000989393	0.000412338	-0.000543819	
-0.00212129	-0.00679207	-0.0194885	
0.000222547	0.000222547	0.000222547	
0.000841471	0.00363719	0.00127008	
0.000410781	0.000893855	0.000944471	
-2.21494e-06	-3.62658e-06	-5.03822e-06	
0.000762118	0.000762118	0.000762118	
-0.000436188	-0.000471347	-7.31516e-05	
0.000297082	-0.000642966	-0.000991874	
-0.00129697	-0.00518789	-0.0116728	
0.000371557	0.000185779	0.000123852	
-0.00271828	-0.00738906	-0.0200855	
-0	9.78474e-07	1.55084e-06	
0.000745624	0.000789072	0.000140652	
-0.00377612	-0.0066405	-0.00950489	
0.0151543	0.00389285	0.00247464	
0.000518644	0.00193199	0.002974	
0.000841471	0.000479426	0.000327195	
9.31164e-05	0.000186233	0.000279349	
0.0163164	0.00956919	0.00676975	
0.001	0.002	0.003	
-0.000607983	-0.000996581	-0.000468927	
-0.000900222	-0.000886615	-0.000872826	
0.00172377	0.00297139	0.00512201	
-1.41164e-06	-1.41164e-06	-1.41164e-06	
0.001	0.000532444	0.000856384	
-0.000525039	-0.000525039	-0.000525039	
-0.00140596	-0.00240596	-0.00340596	
-0.000673789	-0.000490175	-0.000962716	
-0.708396	-0.708396	-0.708396	
0	0.000716577	0.00101336	
-0.001	-0.0005	-0.000333333	
0.000605937	-0.000466699	-0.00111025	
0	0.0016142	0.00271924	
-8.05996e-08	-8.05996e-08	-8.05996e-08	
-0.000546795	0.000146353	0.000551818	
-0.00136026	-0.00272052	-0.00408078	
0.00128587	0.00128587	0.00128587	
-0.002	-0.00413114	-0.0063177	
0.000410781	0.000893855	0.000944471	
0.0550841	0.0550841	0.0550841	
0.00102716	0.00102716	0.00102716	
0.001	0.016	0.243	
-0	-0.00439726	-0.00696949	
0.00145184	0.00145184	0.00145184	
0.000318056	0.00131806	0.00231806	
-0.000411858	0.00340424	0.000881217	
-0.000501823	-0.000501823	-0.000501823	
0.00113811	0.00227623	0.00341434	
-0.000183936	-0.000183936	-0.000183936	
0.001	0.001	0.001	
-1.17753e-06	-1.68662e-06	-2.05998e-06	
-0.000998959	9.11526e-05	0.000990641	
-0.000734342	-0.000540299	-0.000298147	
0.000216906	0.00461324	0.00851978	
0.001	0.00133436	0.0029672	
0.000195397	0.000195397	0.000195397	
0.000986221	0.000986221	0.000986221	
-0.001	-0.004	-0.027	
0.00231978	0.00248258	0.00115156	
0.0100174	0.0200347	0.0300521	
0.00103099	0.000515496	0.000343664	
-0.000911734	0.000448356	0.000328595	
0.000284275	0.000284275	0.000284275	
0.00271828	0.00271828	0.00271828	
-0.000485949	-0.000485949	-0.000485949	
-0.000581327	-0.000581327	-0.000581327	
0.000991331	0.00199133	0.00299133	
-0.000330021	-0.000330021	-0.000330021	
-0.000841471	-0.000909297	-0.00014112	
-0.00146489	-0.00146489	-0.00146489	
-0.0012565	-0.00251301	-0.00376951	
0.00171653	0.000659583	0.000371579	
5.56362e-05	-0.000637511	-0.00104298	
0.0011884	0.00109975	0.00708617	
2.43654e-07	1.34223e-07	2.76419e-06	
-0.00095939	-0.00095939	-0.00095939	
-0.708396	-0.708396	-0.708396	
0.036357	0.0362096	0.0360622	
0.00117525	0.00117525	0.00117525	
-0.00367622	-0.00735244	-0.0110287	
0.000909297	-0.000756802	-0.000279415	
0.00028347	0.00028347	0.00028347	
0	-3.10338e-05	-3.80565e-05	
-0.000498595	0.000194552	0.000600017	
-1.98702e-06	-1.98702e-06	-1.98702e-06	
-0.000515305	-0.000515305	-0.000515305	
0.708396	0.70909	0.709495	
-0.000926216	-0.000926216	-0.000926216	
0.000540302	-0.000653644	-0.00091113	
-0.000851799	-0.000851799	-0.000851799	
0	0.000638961	0.000890577	
0.000468688	0.000937376	0.00121154	
